bin_id,theta_hat,mean_gain_pct_vs0,n_days,flatness_pm2_pct
clear,14,1.738312406680292,253,1.3635929783784049
cloudy,16,2.2500450309257336,5,0.0393777545500679
mostly_clear,12,1.0804238346485793,83,0.0350293677877159
partly_cloudy,14,1.2734978604018328,25,0.0358957939479755
