bin,offtilt_deg,expected_gain_kWh,p25,p50,p75,days
B1: Clear / Low-wind / Hot,5.0,0.4166666666666643,0.4166666666666643,0.4166666666666643,0.4166666666666643,1
B2: Clear / High-wind / Hot,5.0,0.4166666666666643,0.4166666666666643,0.4166666666666643,0.4166666666666643,1
B3: Mixed / Low-wind / Hot,5.0,0.4166666666666643,0.4166666666666643,0.4166666666666643,0.4166666666666643,9
B4: Mixed / High-wind / Cool,5.0,0.4166666666666643,0.4166666666666643,0.4166666666666643,0.4166666666666643,261
