site,bin_id,n_days,deg,mean_E_kWh,std_E_kWh,mean_gain_pct_vs0,is_winner,theta_hat,flatness_pm2_pct
WC,partly_cloudy,49,-18,0.7073788324496878,0.306724123878943,-2.793622202660689,0,8,0.04179947342825134
WC,partly_cloudy,49,-16,0.7105069317977067,0.3084758092082754,-2.399593031783493,0,8,0.04179947342825134
WC,partly_cloudy,49,-14,0.7136725042619178,0.3100655959158817,-1.9892255573982385,0,8,0.04179947342825134
WC,partly_cloudy,49,-12,0.7166072734268386,0.31176409735681376,-1.6180838500304655,0,8,0.04179947342825134
WC,partly_cloudy,49,-10,0.7194297560078834,0.31375266666865814,-1.2765179041296129,0,8,0.04179947342825134
WC,partly_cloudy,49,-8,0.7220992007071301,0.31568585597168547,-0.9592791191672329,0,8,0.04179947342825134
WC,partly_cloudy,49,-6,0.7247883705784911,0.31776919710045487,-0.647589490459389,0,8,0.04179947342825134
WC,partly_cloudy,49,-4,0.7272887543154998,0.31970968959976676,-0.36375112528741294,0,8,0.04179947342825134
WC,partly_cloudy,49,-2,0.7292855472856757,0.32139433201796636,-0.14589710994536165,0,8,0.04179947342825134
WC,partly_cloudy,49,0,0.7307416674281431,0.3228286360390382,0.0,0,8,0.04179947342825134
WC,partly_cloudy,49,2,0.7321246781222597,0.32396616288870267,0.15404022166157127,0,8,0.04179947342825134
WC,partly_cloudy,49,4,0.7331399140486028,0.3248939616801975,0.26093587837199383,0,8,0.04179947342825134
WC,partly_cloudy,49,6,0.7337944158169796,0.3256201127495073,0.3209351464589442,0,8,0.04179947342825134
WC,partly_cloudy,49,8,0.734101266280715,0.32619343654298116,0.333325069495732,1,8,0.04179947342825134
WC,partly_cloudy,49,10,0.7340819850050774,0.3266131346390976,0.30194402233891554,0,8,0.04179947342825134
WC,partly_cloudy,49,12,0.7338039318715105,0.3268476218743819,0.24161153854113482,0,8,0.04179947342825134
WC,partly_cloudy,49,14,0.7333379304414991,0.32693942910905066,0.1618681411656242,0,8,0.04179947342825134
WC,partly_cloudy,49,16,0.7326565214376407,0.32691759455834934,0.053850408724085565,0,8,0.04179947342825134
WC,partly_cloudy,49,18,0.7317688947303792,0.32670109026429,-0.07674551452896569,0,8,0.04179947342825134
WC,partly_cloudy,49,20,0.7308299047497048,0.3262495702320022,-0.20241814122159218,0,8,0.04179947342825134
WC,partly_cloudy,49,22,0.7297803621084735,0.3257571751392142,-0.3434688846858727,0,8,0.04179947342825134
WC,partly_cloudy,49,24,0.7285736570353127,0.32522529561763214,-0.5080550033290232,0,8,0.04179947342825134
