date,delta_deg,E_day_kWh
2024-01-01,0,2.0829866689301055
2024-01-02,0,1.9589757176605636
2024-01-03,0,1.6740163291701187
2024-01-04,0,1.7835146185239732
2024-01-05,0,1.6766422840168038
2024-01-06,0,2.0064032644529806
2024-01-07,0,1.991911897540896
2024-01-08,0,1.1946126747932235
2024-01-09,0,1.4970192835442826
2024-01-10,0,1.9284355693765407
2024-01-11,0,2.033650620822237
2024-01-12,0,2.0018272780838067
2024-01-13,0,1.9749398510005
2024-01-14,0,2.0590439884118017
2024-01-15,0,2.0674377608429966
2024-01-16,0,2.0992062487909013
2024-01-17,0,2.2043204984761102
2024-01-18,0,2.1697112713858844
2024-01-19,0,1.906492198474209
2024-01-20,0,1.7893323803681196
2024-01-21,0,1.8698591743824977
2024-01-22,0,1.5086934541971673
2024-01-23,0,1.408224637191851
2024-01-24,0,1.736552208603439
2024-01-25,0,1.5390197657017477
2024-01-26,0,0.8384147184811372
2024-01-27,0,1.7257807482504532
2024-01-28,0,1.7521470055105866
2024-01-29,0,1.5625953424981216
2024-01-30,0,1.058378126538744
2024-01-31,0,1.2033951084831864
2024-02-01,0,1.7285641783505459
2024-02-02,0,0.4199120691438336
2024-02-03,0,1.468135290601264
2024-02-04,0,1.7688948979953052
2024-02-05,0,1.990498350901921
2024-02-06,0,1.9850757959645948
2024-02-07,0,1.527984660116503
2024-02-08,0,1.8863922934054145
2024-02-09,0,1.935125828920586
2024-02-10,0,2.049623597192248
2024-02-11,0,1.868886326020055
2024-02-12,0,1.5904785683993583
2024-02-13,0,1.7864349588391737
2024-02-14,0,1.8532240286787538
2024-02-15,0,1.995726045225572
2024-02-16,0,2.14507723667593
2024-02-17,0,1.8997931983096017
2024-02-18,0,1.7670409071844746
2024-02-19,0,1.7481682332994488
2024-02-20,0,1.6627506324298436
2024-02-21,0,1.7618614138847168
2024-02-22,0,1.7821198774665654
2024-02-23,0,1.322443884012391
2024-02-24,0,1.7473444570463694
2024-02-25,0,1.9063473225851204
2024-02-26,0,1.8645069631487725
2024-02-27,0,1.7496859102790214
2024-02-28,0,1.6077971802023039
2024-02-29,0,1.3010846338840385
2024-03-01,0,1.6840233867395813
2024-03-02,0,1.538599164457904
2024-03-03,0,1.0273704318746952
2024-03-04,0,1.5339754398596397
2024-03-05,0,1.913679982067591
2024-03-06,0,1.833612763748542
2024-03-07,0,1.7634588962469737
2024-03-08,0,1.7796520226753492
2024-03-09,0,1.702161300368191
2024-03-10,0,1.6689345950160694
2024-03-11,0,1.5589898613665891
2024-03-12,0,1.52305628324624
2024-03-13,0,1.6259929771134665
2024-03-14,0,1.7646963664806716
2024-03-15,0,1.7354299717516373
