time,site,date,pac_base_W,pac_opt_W,tc_base_C,tc_opt_C,delta_W,hour_local
2024-11-30 14:00:00+02:00,NC,2024-11-30,184.6054089056888,179.35129162169943,62.76491299093283,61.50259566473204,-5.254117283989359,14
2024-11-30 15:00:00+02:00,NC,2024-11-30,189.86006333453406,184.76237273134808,62.28095532398866,61.138216242704445,-5.097690603185981,15
2024-11-30 16:00:00+02:00,NC,2024-11-30,191.54436848794094,190.48948288620196,60.99234710248321,60.77078896907974,-1.054885601738988,16
2024-11-30 17:00:00+02:00,NC,2024-11-30,190.72600851175142,190.72600851175142,59.240665515607446,59.240665515607446,0.0,17
2024-11-30 18:00:00+02:00,NC,2024-11-30,178.53068168082515,184.66175307524605,55.549545939454674,56.58802653913963,6.1310713944209,18
2024-11-30 19:00:00+02:00,NC,2024-11-30,71.958133280014,163.80945915672257,41.01891884400111,52.8844017670338,91.85132587670857,19
2024-11-30 20:00:00+02:00,NC,2024-11-30,0.0,0.0,28.41,28.41,0.0,20
2024-11-30 21:00:00+02:00,NC,2024-11-30,0.0,0.0,26.35,26.35,0.0,21
2024-11-30 22:00:00+02:00,NC,2024-11-30,0.0,0.0,25.08,25.08,0.0,22
2024-11-30 23:00:00+02:00,NC,2024-11-30,0.0,0.0,24.0,24.0,0.0,23
2024-12-17 00:00:00+02:00,NC,2024-12-17,0.0,0.0,21.55,21.55,0.0,0
2024-12-17 01:00:00+02:00,NC,2024-12-17,-0.0,-0.0,20.1,20.1,0.0,1
2024-12-17 02:00:00+02:00,NC,2024-12-17,0.0,0.0,18.52,18.52,0.0,2
2024-12-17 03:00:00+02:00,NC,2024-12-17,0.0,0.0,17.23,17.23,0.0,3
2024-12-17 04:00:00+02:00,NC,2024-12-17,0.0,0.0,16.12,16.12,0.0,4
2024-12-17 05:00:00+02:00,NC,2024-12-17,0.0,0.0,15.04,15.04,0.0,5
2024-12-17 06:00:00+02:00,NC,2024-12-17,1.6545697220473021,1.624680396908948,14.376567988773445,14.373524877426442,-0.029889325138354073,6
2024-12-17 07:00:00+02:00,NC,2024-12-17,47.43466437441727,47.43466437441727,19.101602912822315,19.101602912822315,0.0,7
2024-12-17 08:00:00+02:00,NC,2024-12-17,138.94669584013766,138.94669584013766,30.482685918426117,30.482685918426117,0.0,8
2024-12-17 09:00:00+02:00,NC,2024-12-17,173.65218178576805,171.29981735859502,41.37603442108611,41.00890631154911,-2.352364427173029,9
2024-12-17 10:00:00+02:00,NC,2024-12-17,171.46519967210529,167.93980864604072,55.76115409400963,54.75326270183705,-3.5253910260645682,10
2024-12-17 11:00:00+02:00,NC,2024-12-17,167.41579761063824,164.29174605080664,63.919548908172644,62.710655391550006,-3.1240515598315994,11
2024-12-17 12:00:00+02:00,NC,2024-12-17,179.17436188310882,174.9871901155232,59.79019813724271,58.690093503569955,-4.187171767585625,12
2024-12-17 13:00:00+02:00,NC,2024-12-17,187.70838131037817,183.04023539948628,57.572827818372915,56.61955153887962,-4.668145910891894,13
2024-12-17 14:00:00+02:00,NC,2024-12-17,193.5015939563445,189.2071269418337,56.65691182017868,55.892440868287224,-4.294467014510786,14
2024-12-17 15:00:00+02:00,NC,2024-12-17,198.4077839954422,194.34601229521934,56.16659684870194,55.50006620075867,-4.061771700222863,15
2024-12-17 16:00:00+02:00,NC,2024-12-17,202.04828347382502,200.02199908025537,55.509803762758224,55.19294984424081,-2.0262843935696537,16
2024-12-17 17:00:00+02:00,NC,2024-12-17,204.3204834591478,204.38753097306534,54.68838645556882,54.69867226041637,0.06704751391754371,17
2024-12-17 18:00:00+02:00,NC,2024-12-17,203.44419074214872,203.44419074214872,52.94481181304969,52.94481181304969,0.0,18
2024-12-17 19:00:00+02:00,NC,2024-12-17,104.14152588554323,169.20142836059995,40.429529244693,47.043094524997045,65.05990247505672,19
2024-12-17 20:00:00+02:00,NC,2024-12-17,0.0,0.008051161849281566,28.1,28.1011922587803,0.008051161849281566,20
2024-12-17 21:00:00+02:00,NC,2024-12-17,-0.0,-0.0,25.86,25.86,0.0,21
2024-12-17 22:00:00+02:00,NC,2024-12-17,0.0,0.0,24.71,24.71,0.0,22
2024-12-17 23:00:00+02:00,NC,2024-12-17,0.0,0.0,23.7,23.7,0.0,23
2024-01-30 00:00:00+02:00,WC,2024-01-30,0.0,0.0,17.89,17.89,0.0,0
2024-01-30 01:00:00+02:00,WC,2024-01-30,0.0,0.0,17.76,17.76,0.0,1
2024-01-30 02:00:00+02:00,WC,2024-01-30,0.0,0.0,17.58,17.58,0.0,2
2024-01-30 03:00:00+02:00,WC,2024-01-30,0.0,0.0,17.15,17.15,0.0,3
2024-01-30 04:00:00+02:00,WC,2024-01-30,0.0,0.0,16.91,16.91,0.0,4
2024-01-30 05:00:00+02:00,WC,2024-01-30,-0.0,-0.0,16.73,16.73,0.0,5
2024-01-30 06:00:00+02:00,WC,2024-01-30,0.0,0.0,16.62,16.62,0.0,6
2024-01-30 07:00:00+02:00,WC,2024-01-30,7.963216231842279,7.754114018220628,18.37620876160638,18.349147578495078,-0.2091022136216507,7
2024-01-30 08:00:00+02:00,WC,2024-01-30,63.19820178717999,63.19820178717999,27.272099234523722,27.272099234523722,0.0,8
2024-01-30 09:00:00+02:00,WC,2024-01-30,123.24449259453304,122.3975300122228,38.674479020586496,38.521779118425115,-0.8469625823102405,9
2024-01-30 10:00:00+02:00,WC,2024-01-30,153.62505306618155,151.88768597416424,46.48485736318452,46.1079017193011,-1.7373670920173083,10
2024-01-30 11:00:00+02:00,WC,2024-01-30,162.35194707589417,160.8868217501812,49.77232929818416,49.43689794940185,-1.465125325712961,11
2024-01-30 12:00:00+02:00,WC,2024-01-30,166.49237278200295,165.15014387643436,52.37118399087272,52.045941717980604,-1.3422289055685894,12
2024-01-30 13:00:00+02:00,WC,2024-01-30,170.80603312271202,169.3678358703282,54.35141982565111,53.9875841821706,-1.4381972523838158,13
2024-01-30 14:00:00+02:00,WC,2024-01-30,176.60071645495114,175.3125933252502,54.42114006662888,54.10978373167768,-1.2881231297009492,14
2024-01-30 15:00:00+02:00,WC,2024-01-30,176.30479665074265,175.05558596332745,52.384979465606435,52.11987305113112,-1.2492106874152,15
2024-01-30 16:00:00+02:00,WC,2024-01-30,183.8738071667402,182.66437895397183,51.65571185297771,51.41305362717863,-1.2094282127683584,16
2024-01-30 17:00:00+02:00,WC,2024-01-30,173.32590771497553,173.1078870341814,46.67990519920645,46.64534929459394,-0.21802068079412606,17
2024-01-30 18:00:00+02:00,WC,2024-01-30,191.27528548514692,191.27528548514692,46.25921301419085,46.25921301419085,0.0,18
2024-01-30 19:00:00+02:00,WC,2024-01-30,137.44952705560686,162.11784796123106,36.42498457282398,39.07675853089305,24.6683209056242,19
2024-01-30 20:00:00+02:00,WC,2024-01-30,-0.0,0.008399257967608546,22.38,22.38099593920791,0.008399257967608546,20
2024-01-30 21:00:00+02:00,WC,2024-01-30,-0.0,-0.0,20.89,20.89,0.0,21
2024-01-30 22:00:00+02:00,WC,2024-01-30,0.0,0.0,20.24,20.24,0.0,22
2024-01-30 23:00:00+02:00,WC,2024-01-30,-0.0,-0.0,19.93,19.93,0.0,23
2024-02-03 00:00:00+02:00,WC,2024-02-03,0.0,0.0,22.24,22.24,0.0,0
2024-02-03 01:00:00+02:00,WC,2024-02-03,-0.0,-0.0,21.86,21.86,0.0,1
2024-02-03 02:00:00+02:00,WC,2024-02-03,-0.0,-0.0,21.57,21.57,0.0,2
2024-02-03 03:00:00+02:00,WC,2024-02-03,0.0,0.0,21.37,21.37,0.0,3
2024-02-03 04:00:00+02:00,WC,2024-02-03,0.0,0.0,21.29,21.29,0.0,4
2024-02-03 05:00:00+02:00,WC,2024-02-03,0.0,0.0,21.21,21.21,0.0,5
2024-02-03 06:00:00+02:00,WC,2024-02-03,0.0,0.0,21.13,21.13,0.0,6
2024-02-03 07:00:00+02:00,WC,2024-02-03,6.095967605607761,5.937126547606078,22.438707661093655,22.424984244222664,-0.15884105800168324,7
2024-02-03 08:00:00+02:00,WC,2024-02-03,50.27362765687202,50.27362765687202,27.902207999259552,27.902207999259552,0.0,8
2024-02-03 09:00:00+02:00,WC,2024-02-03,110.32042503383875,109.47210474202441,37.318689827242814,37.223654244682635,-0.848320291814332,9
2024-02-03 10:00:00+02:00,WC,2024-02-03,141.18256214204501,138.78613624124998,46.369094983602196,45.97938166786078,-2.3964259007950375,10
2024-02-03 11:00:00+02:00,WC,2024-02-03,149.13422573594468,147.22380956206476,51.72275629020716,51.33133930414076,-1.9104161738799235,11
2024-02-03 12:00:00+02:00,WC,2024-02-03,138.93394525252643,137.20915616655972,54.769521047964396,54.36088669101852,-1.7247890859667052,12
2024-02-03 13:00:00+02:00,WC,2024-02-03,124.0485440833674,122.9197109272377,54.196628187424935,53.935213122761716,-1.1288331561297014,13
2024-02-03 14:00:00+02:00,WC,2024-02-03,127.58636497809506,125.72750505856759,53.41552563448822,53.02553701379502,-1.8588599195274753,14
2024-02-03 15:00:00+02:00,WC,2024-02-03,144.57641182309033,142.68707707892045,53.338699113394156,52.95701833143008,-1.8893347441698722,15
2024-02-03 16:00:00+02:00,WC,2024-02-03,159.5253370414625,157.7920781522465,52.34913452164987,52.01744805372889,-1.7332588892160175,16
2024-02-03 17:00:00+02:00,WC,2024-02-03,168.76292085345753,168.61792241172392,49.39854304026551,49.374705009328096,-0.14499844173360543,17
2024-02-03 18:00:00+02:00,WC,2024-02-03,174.29447587007044,174.29447587007044,46.30337206705099,46.30337206705099,0.0,18
2024-02-03 19:00:00+02:00,WC,2024-02-03,115.38775209727146,141.1115493022634,37.225797291726415,39.839405465371065,25.72379720499194,19
2024-02-03 20:00:00+02:00,WC,2024-02-03,-0.0,0.007162493921391483,26.01,26.010901771541917,0.007162493921391483,20
2024-02-03 21:00:00+02:00,WC,2024-02-03,-0.0,-0.0,24.98,24.98,0.0,21
2024-02-03 22:00:00+02:00,WC,2024-02-03,-0.0,-0.0,24.25,24.25,0.0,22
2024-02-03 23:00:00+02:00,WC,2024-02-03,0.0,0.0,23.53,23.53,0.0,23
2024-03-02 00:00:00+02:00,WC,2024-03-02,0.0,0.0,17.31,17.31,0.0,0
2024-03-02 01:00:00+02:00,WC,2024-03-02,0.0,0.0,17.12,17.12,0.0,1
2024-03-02 02:00:00+02:00,WC,2024-03-02,0.0,0.0,17.05,17.05,0.0,2
2024-03-02 03:00:00+02:00,WC,2024-03-02,0.0,0.0,16.89,16.89,0.0,3
2024-03-02 04:00:00+02:00,WC,2024-03-02,0.0,0.0,16.71,16.71,0.0,4
2024-03-02 05:00:00+02:00,WC,2024-03-02,-0.0,-0.0,16.5,16.5,0.0,5
2024-03-02 06:00:00+02:00,WC,2024-03-02,-0.0,-0.0,16.22,16.22,0.0,6
2024-03-02 07:00:00+02:00,WC,2024-03-02,1.1477159375452628,1.1075459367518792,16.349865227444415,16.345537484728045,-0.04017000079338362,7
2024-03-02 08:00:00+02:00,WC,2024-03-02,37.33399399243591,37.02531779797216,21.284022855018897,21.25719484456938,-0.30867619446375016,8
2024-03-02 09:00:00+02:00,WC,2024-03-02,121.1199520487211,121.1199520487211,29.868993172288054,29.868993172288054,0.0,9
2024-03-02 10:00:00+02:00,WC,2024-03-02,162.95115275875682,159.48242031533098,35.315497352921604,34.949836121194735,-3.4687324434258358,10
2024-03-02 11:00:00+02:00,WC,2024-03-02,177.29256356051536,168.5546786364736,37.640085760275596,36.73115282292635,-8.737884924041765,11
2024-03-02 12:00:00+02:00,WC,2024-03-02,183.1104075682128,174.22860069940057,38.55991703649568,37.683969549623264,-8.88180686881222,12
2024-03-02 13:00:00+02:00,WC,2024-03-02,187.11013287734656,177.54241628001003,38.907098454111974,38.024160995175855,-9.567716597336528,13
2024-03-02 14:00:00+02:00,WC,2024-03-02,193.872342847533,184.6029463720903,38.9787422182443,38.171064376668916,-9.269396475442704,14
2024-03-02 15:00:00+02:00,WC,2024-03-02,202.88967689083282,193.62934872234524,38.69996855191836,37.93080865464818,-9.260328168487575,15
2024-03-02 16:00:00+02:00,WC,2024-03-02,215.1118828320828,212.61572018443914,38.35947242732423,38.15365064993489,-2.496162647643672,16
2024-03-02 17:00:00+02:00,WC,2024-03-02,226.00791968704775,226.00791968704775,37.43484299457882,37.43484299457882,0.0,17
2024-03-02 18:00:00+02:00,WC,2024-03-02,227.09497144716136,237.0477603660388,34.7360477917669,35.489460478433315,9.952788918877445,18
2024-03-02 19:00:00+02:00,WC,2024-03-02,107.69528556996033,244.7241312274214,25.028201310327756,33.29079617391584,137.02884565746106,19
2024-03-02 20:00:00+02:00,WC,2024-03-02,-0.0,-0.0,18.58,18.58,0.0,20
2024-03-02 21:00:00+02:00,WC,2024-03-02,0.0,0.0,18.08,18.08,0.0,21
2024-03-02 22:00:00+02:00,WC,2024-03-02,0.0,0.0,17.96,17.96,0.0,22
2024-03-02 23:00:00+02:00,WC,2024-03-02,0.0,0.0,17.65,17.65,0.0,23
2024-03-21 00:00:00+02:00,WC,2024-03-21,0.0,0.0,20.7,20.7,0.0,0
2024-03-21 01:00:00+02:00,WC,2024-03-21,-0.0,-0.0,20.1,20.1,0.0,1
2024-03-21 02:00:00+02:00,WC,2024-03-21,-0.0,-0.0,19.56,19.56,0.0,2
2024-03-21 03:00:00+02:00,WC,2024-03-21,0.0,0.0,19.17,19.17,0.0,3
2024-03-21 04:00:00+02:00,WC,2024-03-21,0.0,0.0,19.15,19.15,0.0,4
2024-03-21 05:00:00+02:00,WC,2024-03-21,-0.0,-0.0,19.34,19.34,0.0,5
2024-03-21 06:00:00+02:00,WC,2024-03-21,0.0,0.0,19.48,19.48,0.0,6
2024-03-21 07:00:00+02:00,WC,2024-03-21,0.0,0.0,19.53,19.53,0.0,7
2024-03-21 08:00:00+02:00,WC,2024-03-21,20.657824572854807,20.15720298553135,23.184005550280666,23.126131212688165,-0.5006215873234581,8
2024-03-21 09:00:00+02:00,WC,2024-03-21,94.75676783183438,94.75676783183438,35.028077036786385,35.028077036786385,0.0,9
2024-03-21 10:00:00+02:00,WC,2024-03-21,136.9939837586976,135.4734519317951,43.61053944371352,43.36709390094197,-1.5205318269024986,10
2024-03-21 11:00:00+02:00,WC,2024-03-21,150.1224988586384,148.9399114016556,47.167560137489545,46.97741634687465,-1.1825874569828159,11
2024-03-21 12:00:00+02:00,WC,2024-03-21,153.99983555793298,152.8486856181538,48.77704764775437,48.59528024411874,-1.1511499397791738,12
2024-03-21 13:00:00+02:00,WC,2024-03-21,156.62523410422247,155.38452019088015,50.68176155293692,50.47819409817785,-1.2407139133423186,13
2024-03-21 14:00:00+02:00,WC,2024-03-21,161.42214201931284,160.39074307793686,52.582168189798864,52.40117786180226,-1.0313989413759828,14
2024-03-21 15:00:00+02:00,WC,2024-03-21,168.59219155098197,167.68322508971147,54.6578169146467,54.48115034707335,-0.9089664612704951,15
2024-03-21 16:00:00+02:00,WC,2024-03-21,175.28880259830441,174.70571077766488,57.1547091987331,57.02307864154392,-0.5830918206395381,16
2024-03-21 17:00:00+02:00,WC,2024-03-21,179.82317813618758,179.82317813618758,60.491141390763296,60.491141390763296,0.0,17
2024-03-21 18:00:00+02:00,WC,2024-03-21,146.0564961929025,163.3422869544361,52.45026143322225,56.455049858667046,17.285790761533605,18
2024-03-21 19:00:00+02:00,WC,2024-03-21,0.0,0.00872565664130341,26.38,26.381666858870748,0.00872565664130341,19
2024-03-21 20:00:00+02:00,WC,2024-03-21,-0.0,-0.0,24.4,24.4,0.0,20
2024-03-21 21:00:00+02:00,WC,2024-03-21,0.0,0.0,23.66,23.66,0.0,21
2024-03-21 22:00:00+02:00,WC,2024-03-21,0.0,0.0,23.09,23.09,0.0,22
2024-03-21 23:00:00+02:00,WC,2024-03-21,0.0,0.0,22.81,22.81,0.0,23
2024-04-27 00:00:00+02:00,WC,2024-04-27,0.0,0.0,14.77,14.77,0.0,0
2024-04-27 01:00:00+02:00,WC,2024-04-27,0.0,0.0,14.54,14.54,0.0,1
2024-04-27 02:00:00+02:00,WC,2024-04-27,0.0,0.0,14.36,14.36,0.0,2
2024-04-27 03:00:00+02:00,WC,2024-04-27,0.0,0.0,14.24,14.24,0.0,3
2024-04-27 04:00:00+02:00,WC,2024-04-27,0.0,0.0,14.12,14.12,0.0,4
2024-04-27 05:00:00+02:00,WC,2024-04-27,0.0,0.0,14.04,14.04,0.0,5
2024-04-27 06:00:00+02:00,WC,2024-04-27,0.0,0.0,13.95,13.95,0.0,6
2024-04-27 07:00:00+02:00,WC,2024-04-27,0.0,0.0,13.88,13.88,0.0,7
2024-04-27 08:00:00+02:00,WC,2024-04-27,4.299539049873631,4.243103336720824,14.172987883128295,14.16980587530005,-0.0564357131528066,8
2024-04-27 09:00:00+02:00,WC,2024-04-27,41.04022810632087,41.04022810632087,17.439163192078798,17.439163192078798,0.0,9
2024-04-27 10:00:00+02:00,WC,2024-04-27,88.33279713122191,86.63741475497534,22.733151422332273,22.63063034365116,-1.6953823762465703,10
2024-04-27 11:00:00+02:00,WC,2024-04-27,111.47032289466728,109.8583815963115,27.69353089774266,27.587830786077035,-1.6119412983557737,11
2024-04-27 12:00:00+02:00,WC,2024-04-27,116.58389540553671,115.508487081677,31.42965011789164,31.352965182765793,-1.0754083238597048,12
2024-04-27 13:00:00+02:00,WC,2024-04-27,111.51700683492778,110.64038074088229,33.490278867266476,33.425808645238504,-0.8766260940454913,13
2024-04-27 14:00:00+02:00,WC,2024-04-27,105.01970388113808,103.638710177116,34.62358810146147,34.52091793300772,-1.3809937040220888,14
2024-04-27 15:00:00+02:00,WC,2024-04-27,116.66899865624677,115.32856295501632,35.83910353869782,35.7367824921583,-1.3404357012304473,15
2024-04-27 16:00:00+02:00,WC,2024-04-27,156.81449259359093,156.81449259359093,38.30963452858199,38.30963452858199,0.0,16
2024-04-27 17:00:00+02:00,WC,2024-04-27,149.23908756620938,160.5895163500504,35.88113254835004,36.795190634904785,11.35042878384101,17
2024-04-27 18:00:00+02:00,WC,2024-04-27,14.62818489836361,14.523467359818715,24.726906848281757,24.72096500351867,-0.10471753854489485,18
2024-04-27 19:00:00+02:00,WC,2024-04-27,0.0,0.0,21.82,21.82,0.0,19
2024-04-27 20:00:00+02:00,WC,2024-04-27,0.0,0.0,20.93,20.93,0.0,20
2024-04-27 21:00:00+02:00,WC,2024-04-27,0.0,0.0,20.25,20.25,0.0,21
2024-04-27 22:00:00+02:00,WC,2024-04-27,0.0,0.0,19.65,19.65,0.0,22
2024-04-27 23:00:00+02:00,WC,2024-04-27,0.0,0.0,18.71,18.71,0.0,23
2024-08-30 00:00:00+02:00,WC,2024-08-30,0.0,0.0,6.59,6.59,0.0,0
2024-08-30 01:00:00+02:00,WC,2024-08-30,-0.0,-0.0,6.18,6.18,0.0,1
2024-08-30 02:00:00+02:00,WC,2024-08-30,-0.0,-0.0,6.03,6.03,0.0,2
2024-08-30 03:00:00+02:00,WC,2024-08-30,-0.0,-0.0,5.68,5.68,0.0,3
2024-08-30 04:00:00+02:00,WC,2024-08-30,0.0,0.0,5.37,5.37,0.0,4
2024-08-30 05:00:00+02:00,WC,2024-08-30,0.0,0.0,5.09,5.09,0.0,5
2024-08-30 06:00:00+02:00,WC,2024-08-30,0.0,0.0,4.9,4.9,0.0,6
2024-08-30 07:00:00+02:00,WC,2024-08-30,-0.0,-0.0,4.82,4.82,0.0,7
2024-08-30 08:00:00+02:00,WC,2024-08-30,11.919958487350767,11.340479071455139,6.003539322940101,5.968463756447277,-0.5794794158956282,8
2024-08-30 09:00:00+02:00,WC,2024-08-30,98.66272084161766,98.66272084161766,12.748650058424158,12.748650058424158,0.0,9
2024-08-30 10:00:00+02:00,WC,2024-08-30,155.99873641982745,154.34897962431825,19.08585972023495,18.96161857053732,-1.6497567955092052,10
2024-08-30 11:00:00+02:00,WC,2024-08-30,168.44158330107047,162.0975378467575,23.636355582870195,23.10661283587319,-6.344045454312976,11
2024-08-30 12:00:00+02:00,WC,2024-08-30,168.04509024407506,161.80215147230217,27.708253112753333,27.106110622987607,-6.242938771772884,12
2024-08-30 13:00:00+02:00,WC,2024-08-30,166.73070539603748,160.39577504722644,32.68761718638686,31.890238143887686,-6.334930348811042,13
2024-08-30 14:00:00+02:00,WC,2024-08-30,168.91515351594745,163.43926580854594,38.8861226205427,37.92435894465646,-5.475887707401512,14
2024-08-30 15:00:00+02:00,WC,2024-08-30,173.3245875518268,169.13272909772428,45.945211764996515,44.90505021505905,-4.1918584541025155,15
2024-08-30 16:00:00+02:00,WC,2024-08-30,177.97724789740738,178.0036141438571,53.08763736573623,53.09709503565229,0.02636624644972585,16
2024-08-30 17:00:00+02:00,WC,2024-08-30,191.78907285401255,191.78907285401255,54.171914681050694,54.171914681050694,0.0,17
2024-08-30 18:00:00+02:00,WC,2024-08-30,112.50187890825976,189.37943750431123,31.49962594210938,46.41393876637849,76.87755859605147,18
2024-08-30 19:00:00+02:00,WC,2024-08-30,0.0,0.007317742839900869,14.37,14.371118256395743,0.007317742839900869,19
2024-08-30 20:00:00+02:00,WC,2024-08-30,0.0,0.0,12.92,12.92,0.0,20
2024-08-30 21:00:00+02:00,WC,2024-08-30,-0.0,-0.0,11.97,11.97,0.0,21
2024-08-30 22:00:00+02:00,WC,2024-08-30,0.0,0.0,11.21,11.21,0.0,22
2024-08-30 23:00:00+02:00,WC,2024-08-30,0.0,0.0,10.57,10.57,0.0,23
2024-10-23 00:00:00+02:00,WC,2024-10-23,0.0,0.0,14.38,14.38,0.0,0
2024-10-23 01:00:00+02:00,WC,2024-10-23,0.0,0.0,13.96,13.96,0.0,1
2024-10-23 02:00:00+02:00,WC,2024-10-23,0.0,0.0,13.69,13.69,0.0,2
2024-10-23 03:00:00+02:00,WC,2024-10-23,0.0,0.0,13.57,13.57,0.0,3
2024-10-23 04:00:00+02:00,WC,2024-10-23,-0.0,-0.0,13.36,13.36,0.0,4
2024-10-23 05:00:00+02:00,WC,2024-10-23,0.0,0.0,13.15,13.15,0.0,5
2024-10-23 06:00:00+02:00,WC,2024-10-23,0.0,0.0,13.09,13.09,0.0,6
2024-10-23 07:00:00+02:00,WC,2024-10-23,17.58337986119255,17.36684145127722,15.007878499568378,14.990700051466238,-0.21653840991533002,7
2024-10-23 08:00:00+02:00,WC,2024-10-23,101.37737063712912,101.37737063712912,24.092245788843112,24.092245788843112,0.0,8
2024-10-23 09:00:00+02:00,WC,2024-10-23,158.45811812603375,157.7547068744568,32.3663460075895,32.28687089521321,-0.7034112515769664,9
2024-10-23 10:00:00+02:00,WC,2024-10-23,175.6766865610597,175.29588054874824,39.27638680787752,39.221480925902064,-0.38080601231146716,10
2024-10-23 11:00:00+02:00,WC,2024-10-23,178.1561142040273,177.86848524129064,44.36315755605349,44.31545841647816,-0.2876289627366475,11
2024-10-23 12:00:00+02:00,WC,2024-10-23,177.4548427276873,177.10322920901535,48.31125615733392,48.24370841392424,-0.3516135186719396,12
2024-10-23 13:00:00+02:00,WC,2024-10-23,178.61696038502353,178.27677014486235,50.7589751300563,50.687022969394974,-0.3401902401611778,13
2024-10-23 14:00:00+02:00,WC,2024-10-23,180.55343165529354,180.32283005035376,53.49235497212488,53.43652411386863,-0.23060160493977833,14
2024-10-23 15:00:00+02:00,WC,2024-10-23,181.50204724256344,181.35924880200142,57.00501421698831,56.96310322828127,-0.14279844056201796,15
2024-10-23 16:00:00+02:00,WC,2024-10-23,183.35797510394642,183.22624959918497,59.97521700517459,59.92907994370356,-0.13172550476144806,16
2024-10-23 17:00:00+02:00,WC,2024-10-23,188.31853066424438,188.31853066424438,60.2021613397565,60.2021613397565,0.0,17
2024-10-23 18:00:00+02:00,WC,2024-10-23,166.64501581453806,174.16857515366556,52.48310405329391,54.49005903596161,7.523559339127502,18
2024-10-23 19:00:00+02:00,WC,2024-10-23,16.862031662583174,16.812806372035944,25.874730752589958,25.86862373997743,-0.04922529054723057,19
2024-10-23 20:00:00+02:00,WC,2024-10-23,-0.0,-0.0,21.08,21.08,0.0,20
2024-10-23 21:00:00+02:00,WC,2024-10-23,0.0,0.0,20.22,20.22,0.0,21
2024-10-23 22:00:00+02:00,WC,2024-10-23,0.0,0.0,19.88,19.88,0.0,22
2024-10-23 23:00:00+02:00,WC,2024-10-23,0.0,0.0,19.88,19.88,0.0,23
2024-11-29 00:00:00+02:00,WC,2024-11-29,-0.0,-0.0,15.34,15.34,0.0,0
2024-11-29 01:00:00+02:00,WC,2024-11-29,0.0,0.0,14.59,14.59,0.0,1
2024-11-29 02:00:00+02:00,WC,2024-11-29,0.0,0.0,14.04,14.04,0.0,2
2024-11-29 03:00:00+02:00,WC,2024-11-29,0.0,0.0,13.61,13.61,0.0,3
2024-11-29 04:00:00+02:00,WC,2024-11-29,0.0,0.0,13.28,13.28,0.0,4
2024-11-29 05:00:00+02:00,WC,2024-11-29,-0.0,-0.0,13.03,13.03,0.0,5
2024-11-29 06:00:00+02:00,WC,2024-11-29,2.0837228805109262,2.0400946085978666,13.073169584472367,13.069505470635582,-0.043628271913059624,6
2024-11-29 07:00:00+02:00,WC,2024-11-29,48.11398174740623,48.11398174740623,18.24574407930753,18.24574407930753,0.0,7
2024-11-29 08:00:00+02:00,WC,2024-11-29,134.29343115571294,134.29343115571294,27.21562113151213,27.21562113151213,0.0,8
2024-11-29 09:00:00+02:00,WC,2024-11-29,175.04338552392352,172.32831200559093,34.40908787497437,34.1147198315454,-2.715073518332588,9
2024-11-29 10:00:00+02:00,WC,2024-11-29,187.1538581054461,183.2873846233083,40.82466420002842,40.288640195388,-3.866473482137792,10
2024-11-29 11:00:00+02:00,WC,2024-11-29,185.16320583693707,181.78279096784624,48.257284963517755,47.59815108425622,-3.380414869090828,11
2024-11-29 12:00:00+02:00,WC,2024-11-29,182.7563218449301,179.4657112748758,53.20502688136373,52.40604577323217,-3.2906105700543264,12
2024-11-29 13:00:00+02:00,WC,2024-11-29,185.08216459739563,181.7763685711743,54.48816872491743,53.66369774306746,-3.305796026221344,13
2024-11-29 14:00:00+02:00,WC,2024-11-29,191.31363055275136,188.1537586807761,53.72952694507292,52.998232966363716,-3.1598718719752696,14
2024-11-29 15:00:00+02:00,WC,2024-11-29,199.39989548284584,196.23070824873358,51.97502988019256,51.32037842991956,-3.1691872341122576,15
2024-11-29 16:00:00+02:00,WC,2024-11-29,208.19715199232363,205.55178950398152,49.37425540706258,48.900433820871356,-2.6453624883421014,16
2024-11-29 17:00:00+02:00,WC,2024-11-29,216.42217457621754,216.46198205915906,46.35437390389066,46.360610401736835,0.03980748294151226,17
2024-11-29 18:00:00+02:00,WC,2024-11-29,221.20754267955127,221.20754267955127,43.44678654624967,43.44678654624967,0.0,18
2024-11-29 19:00:00+02:00,WC,2024-11-29,134.7274832602835,186.57625883726192,32.05103989046815,37.09273758857195,51.848775576978426,19
2024-11-29 20:00:00+02:00,WC,2024-11-29,0.0,0.010702985840714633,19.53,19.53122873723035,0.010702985840714633,20
2024-11-29 21:00:00+02:00,WC,2024-11-29,-0.0,-0.0,17.91,17.91,0.0,21
2024-11-29 22:00:00+02:00,WC,2024-11-29,-0.0,-0.0,17.21,17.21,0.0,22
2024-11-29 23:00:00+02:00,WC,2024-11-29,0.0,0.0,16.6,16.6,0.0,23
2024-12-09 00:00:00+02:00,WC,2024-12-09,0.0,0.0,16.41,16.41,0.0,0
2024-12-09 01:00:00+02:00,WC,2024-12-09,-0.0,-0.0,15.8,15.8,0.0,1
2024-12-09 02:00:00+02:00,WC,2024-12-09,-0.0,-0.0,15.12,15.12,0.0,2
2024-12-09 03:00:00+02:00,WC,2024-12-09,0.0,0.0,14.54,14.54,0.0,3
2024-12-09 04:00:00+02:00,WC,2024-12-09,0.0,0.0,14.27,14.27,0.0,4
2024-12-09 05:00:00+02:00,WC,2024-12-09,0.0,0.0,13.83,13.83,0.0,5
