feature,beta_std
capex_$perkWac,0.6871420367667495
wacc_real,0.5496687389604851
fixed_om_$perkWac_yr,0.39474950446749574
lifetime_y,-0.1359278693922066
degradation_%,0.1319711337705257
y0_net_mwh,-0.025582036224336663
availability_%,-0.025582036224336496
