feature,beta_std
capex_$perkWac,0.6871420367667501
wacc_real,0.5496687389604846
fixed_om_$perkWac_yr,0.3947495044674958
lifetime_y,-0.13592786939220655
degradation_%,0.13197113377052563
y0_net_mwh,-0.025582036224336715
availability_%,-0.025582036224336448
