offset_deg,e_day_Wh
-24,1809.1651773909566
-22,1824.1327890303687
-20,1837.8809142339173
-18,1851.2304064324344
-16,1863.86761946269
-14,1875.2321906951024
-12,1885.3548956925774
-10,1894.289984404805
-8,1902.634443710143
-6,1931.3021527767223
-4,1960.1808075593917
-2,1986.3849681190532
0,2009.6495304912587
2,2030.2934996933836
4,2048.2016996235316
6,2063.4192662005667
8,2075.9999184836133
10,2086.6720304375476
12,2094.9127409019775
14,2101.1338402299803
16,2105.482808909812
18,2107.736988741619
20,2107.9725497447357
22,2105.9822275692704
24,2102.92190271267
