offset_deg,e_day_Wh
-24,1033.8031971572696
-22,1042.6204418655366
-20,1050.7236299509111
-18,1058.1142186093584
-16,1064.7938428052248
-14,1075.4955736467655
-12,1093.5188137002408
-10,1111.1204877238351
-8,1127.9778728380684
-6,1143.66079551769
-4,1158.0245835391202
-2,1171.060339457762
0,1182.762083131926
2,1192.6241096059337
4,1201.355605400286
6,1208.9559187196346
8,1215.4260874774204
10,1221.2793723902314
12,1226.7294373441287
14,1231.4371110677691
16,1235.270461044745
18,1238.236612901011
20,1240.3436063660859
22,1241.6003000864102
24,1242.0162835589415
