offset_deg,e_day_Wh
-24,1190.5600905568695
-22,1194.5823235801322
-20,1198.6841642044417
-18,1202.1707130572645
-16,1205.0397516140788
-14,1207.2894583162608
-12,1208.9184007845436
-10,1209.9255296159945
-8,1210.3101737860732
-6,1210.2936639247746
-4,1217.6571083008114
-2,1224.4407752556795
0,1230.2942400004868
2,1236.1084672624052
4,1241.0424407282376
6,1245.0832857655507
8,1248.2220935323794
10,1250.469648831481
12,1253.5608971887725
14,1255.876200848619
16,1257.4148895134654
18,1258.1778694623713
20,1258.1674835513445
22,1257.3873991125304
24,1256.7466187356454
