offset_deg,e_day_Wh
-24,953.9766609512727
-22,965.209071355085
-20,975.7059027316781
-18,985.4773855551095
-16,995.0671118407857
-14,1004.2564340510164
-12,1012.5966566884215
-10,1020.0891016588952
-8,1026.7354445476549
-6,1044.6844599587557
-4,1063.3828079071081
-2,1080.721939547951
0,1096.6664327894573
2,1111.3969576836316
4,1124.8083898526336
6,1136.989652439232
8,1147.9287743967411
10,1157.6270025694582
12,1166.637154319851
14,1174.6001555189202
16,1181.4356786809947
18,1187.1544869244651
20,1191.0798487080478
22,1194.2246823080584
24,1197.2609707020292
