offset_deg,e_day_Wh
-24,1915.5585249354835
-22,1929.859813051938
-20,1943.8848466852523
-18,1958.571452436593
-16,1971.9044105313951
-14,1983.9108675759635
-12,1994.6166069114747
-10,2004.0458432240298
-8,2029.5833816763734
-6,2053.6598334164014
-4,2076.0569868362577
-2,2096.2248928791187
0,2114.163382814565
2,2130.0879472138677
4,2144.0798551761986
6,2156.084450407996
8,2166.117711869717
10,2174.1970181605056
12,2180.3405393150265
14,2185.2897335417865
16,2189.3826425279904
18,2191.4110877375233
20,2191.615617557627
22,2190.403256793068
24,2187.790204209704
