offset_deg,e_day_Wh
-24,1316.1977858285202
-22,1326.7432351574912
-20,1336.6743968180422
-18,1346.062726197507
-16,1354.5768941223264
-14,1362.2361096954683
-12,1369.151254841867
-10,1375.7895605224057
-8,1392.6371812113948
-6,1416.8903887419424
-4,1439.3667850070033
-2,1460.118962112605
0,1478.9232004405758
2,1496.024136871328
4,1511.2614713512214
6,1524.7367968068002
8,1536.474223344624
10,1546.8904080046987
12,1555.754643064139
14,1562.9852621319124
16,1568.6035159533023
18,1572.5533817803694
20,1575.3496327122393
22,1576.9550165773417
24,1577.6829848721904
