offset_deg,e_day_Wh
-24,1305.512135533541
-22,1322.3930413672576
-20,1340.211421804215
-18,1356.8830127279437
-16,1372.4136600018737
-14,1387.6152866691127
-12,1401.680171264567
-10,1414.5174537515368
-8,1426.1376009330004
-6,1436.552576338487
-4,1445.7742200446655
-2,1453.93400104915
0,1460.8744208579287
2,1466.300039747184
4,1470.6777104924731
6,1474.3284487919077
8,1477.0489948289908
10,1478.872070689548
12,1480.1605105071699
14,1480.6065815274474
16,1480.2150758418634
18,1478.990090158566
20,1476.9349970168232
22,1475.259584419417
24,1472.8800505090203
