offset_deg,e_day_Wh
-24,2016.570578450569
-22,2034.1490526778562
-20,2051.6380086483155
-18,2068.624521476045
-16,2084.5766617547015
-14,2099.0448709881057
-12,2112.036117014444
-10,2128.9699173766276
-8,2150.70512601704
-6,2171.071993920615
-4,2189.846900395562
-2,2206.7830432657533
0,2221.745826407059
2,2234.8304494398353
4,2246.519835064404
6,2256.5691853143817
8,2264.9402760887697
10,2271.6269428647706
12,2276.8668628933156
14,2281.084924663235
16,2284.5706377783645
18,2286.825388565091
20,2286.463551903257
22,2284.8054891548672
24,2281.9171778418095
