offset_deg,e_day_Wh
-24,769.13702176339
-22,771.5006588697556
-20,775.9695541254417
-18,782.9778930120476
-16,789.5087662643709
-14,795.8241846594101
-12,801.6359003388068
-10,806.8835747676001
-8,811.5638523972119
-6,815.6718020122103
-4,819.2108527719128
-2,822.1800956241226
0,824.5186905297002
2,826.1996587280889
4,827.8482775748904
6,829.0093448659002
8,829.6547129347728
10,830.1923943158106
12,830.5113211763326
14,830.3965690945192
16,829.8505486161544
18,829.0787678875411
20,828.8087700225708
22,828.1855379807635
24,827.1930105677069
