offset_deg,e_day_Wh
-24,1702.108081368271
-22,1719.5063172038112
-20,1735.6112393243734
-18,1750.4227261364067
-16,1763.9670706084316
-14,1776.2531643269394
-12,1787.28548301392
-10,1802.9726347855044
-8,1827.051592099153
-6,1849.4484195176358
-4,1870.203634533228
-2,1888.938368435298
0,1905.6472480056711
2,1920.4753935971974
4,1933.4209415859154
6,1944.7871587999186
8,1954.697413082276
10,1962.9580422740669
12,1969.578401156496
14,1974.568614103744
16,1977.2881396008718
18,1979.2809964537505
20,1980.152514356633
22,1981.0624599683092
24,1980.8948105602176
