offset_deg,e_day_Wh
-24,1386.8977453748814
-22,1399.9378182839075
-20,1412.024336339029
-18,1424.339086477906
-16,1435.6889015732395
-14,1445.9932332600251
-12,1455.2669387352612
-10,1463.5888678881736
-8,1471.1436909915174
-6,1477.6257040778796
-4,1483.1614298893423
-2,1487.7257906442078
0,1491.121279162714
2,1493.3994775151016
4,1494.675697307097
6,1494.9593122303852
8,1494.6619468129454
10,1493.5660016575864
12,1491.669951499869
14,1489.4146945365796
16,1486.358857539399
18,1482.5083179558892
20,1477.8683657884849
22,1473.294628037516
24,1468.155827245126
