offset_deg,e_day_Wh
-24,1877.3450622390199
-22,1897.2270575146897
-20,1915.7954239032345
-18,1933.030609742072
-16,1948.9468615752858
-14,1964.1453794708352
-12,1979.2743257211087
-10,1992.972929948853
-8,2005.1345341258948
-6,2015.775907369659
-4,2024.912587436052
-2,2032.5586845590929
0,2038.7347241535522
2,2043.228969109041
4,2046.2919326949868
6,2048.1742626568175
8,2049.2353791389887
10,2049.1272799067965
12,2047.8280881311982
14,2045.3374853406203
16,2041.6536587784585
18,2036.9924367734784
20,2032.795651595408
22,2028.108661434267
24,2022.4850796005144
