offset_deg,e_day_Wh
-24,1842.4580506212221
-22,1864.7573624169358
-20,1886.5903422562635
-18,1906.9019749061558
-16,1925.708114329445
-14,1943.0251786827243
-12,1958.8697556988016
-10,1973.2582715527888
-8,1986.206706407217
-6,1998.5588008177747
-4,2009.321500433612
-2,2018.4556593259094
0,2025.9709940077066
2,2031.581980578576
4,2035.8377183721936
6,2038.7438337453577
8,2040.3040276617076
10,2041.5319906941645
12,2041.820409911345
14,2041.0480707703646
16,2039.2132914377519
18,2036.3127932501216
20,2032.341713745057
22,2027.4093532131883
24,2024.193228134379
