offset_deg,e_day_Wh
-24,1943.4725762507687
-22,1960.2186387681513
-20,1979.228365224495
-18,1996.7588785041494
-16,2012.8206221592104
-14,2027.424054996553
-12,2040.579472702772
-10,2052.296844981184
-8,2062.5856676605995
-6,2082.6347965881173
-4,2105.2353859648047
-2,2125.5538068064416
0,2143.556006496665
2,2159.2774345444486
4,2172.912481533597
6,2184.459524495828
8,2193.92152314066
10,2201.3048265574266
12,2207.694129680468
14,2212.7764787592882
16,2216.1161524069703
18,2217.728818650132
20,2217.631278829344
22,2215.8412011104388
24,2212.6424789728285
