offset_deg,e_day_Wh
-24,1632.039597396671
-22,1643.70481595224
-20,1655.2288991645426
-18,1667.0346860499046
-16,1677.712591108552
-14,1687.2798526969732
-12,1695.7532279110533
-10,1703.1488375057663
-8,1723.0877972062044
-6,1744.4717442055144
-4,1764.4512165510564
-2,1782.5202182111277
0,1798.6694563838012
2,1813.0978128391594
4,1825.9469705141655
6,1837.0623881622994
8,1846.4549206947847
10,1854.1378072210357
12,1860.126093785579
14,1865.1903112704929
16,1869.7312911255585
18,1872.5430795383286
20,1873.2065551031951
22,1872.631977997412
24,1870.8368363655318
