offset_deg,e_day_Wh
-24,1629.1999884919994
-22,1647.2164062677725
-20,1664.0402846252748
-18,1679.894822669767
-16,1695.5987589104525
-14,1710.769458166234
-12,1724.5652576434102
-10,1737.003279490828
-8,1748.099797398567
-6,1757.8700550054762
-4,1766.3237789083398
-2,1773.4630121589473
0,1779.3196222093516
2,1783.7409470319856
4,1787.0178035120177
6,1789.1558790792517
8,1790.1592077526223
10,1790.0301270209163
12,1789.3943048471756
14,1788.538098817522
16,1786.886157748624
18,1784.37208417559
20,1780.992754486881
22,1776.7437544269865
24,1771.6194169420128
