offset_deg,e_day_Wh
-24,865.8329794688668
-22,872.0350709521914
-20,877.6888793698257
-18,882.7945630042464
-16,887.3525579983698
-14,896.6863230604151
-12,911.9139597452358
-10,926.2548963477359
-8,939.6871485188851
-6,952.2377396818567
-4,963.9571347677665
-2,974.6498550312934
0,984.3088001192814
2,992.4595150635225
4,999.7577349794731
6,1006.201315821194
8,1011.8534595190815
10,1017.1403509529691
12,1021.7288432422162
14,1025.6220812901604
16,1029.3062750928225
18,1032.4498856703574
20,1034.9313961111018
22,1036.756924409685
24,1037.9333047197274
