offset_deg,e_day_Wh
-24,1348.4166200019981
-22,1358.882581662826
-20,1368.608178625621
-18,1377.5935315744982
-16,1386.3319158468871
-14,1394.464299792539
-12,1401.769431259882
-10,1408.5067572500652
-8,1414.5785066877959
-6,1419.7345362221413
-4,1423.976424382302
-2,1427.3749424468806
0,1429.8372751170205
2,1431.2689925426466
4,1432.270193477736
6,1432.4785620683062
8,1432.026430454119
10,1431.3262967288226
12,1429.8780330638779
14,1427.6461805815907
16,1424.9354652132133
18,1422.03837475525
20,1418.411205975609
22,1414.4827011528403
24,1410.6371520632686
