offset_deg,e_day_Wh
-24,1193.5073057412392
-22,1204.2051269551762
-20,1214.0562528559283
-18,1223.0911920388683
-16,1232.5155610470115
-14,1240.9604612500468
-12,1253.0239736135673
-10,1270.9342292404922
-8,1287.597925003603
-6,1302.991249823186
-4,1317.097601527766
-2,1330.031842471323
0,1341.6099433551176
2,1352.094773581096
4,1360.3774235410365
6,1367.5038734885993
8,1373.7029442998337
10,1378.8814387817838
12,1383.0416484532834
14,1386.1872152248666
16,1388.323008963403
18,1390.1952959381351
20,1391.4718788716502
22,1391.8615658724477
24,1392.846187406321
