offset_deg,e_day_Wh
-24,1506.2226219733934
-22,1514.752765947494
-20,1522.4455458785767
-18,1529.3190639682302
-16,1542.7863002388417
-14,1561.238988640825
-12,1578.5416000108657
-10,1595.094704734372
-8,1610.2181493112812
-6,1623.9175737816051
-4,1636.2007471266706
-2,1647.1168221740722
0,1656.6378826253
2,1664.4161002037918
4,1670.897744761333
6,1676.2192973017634
8,1680.4719266183847
10,1683.5962874330426
12,1685.6016542383543
14,1686.6957632980354
16,1687.3069231355535
18,1686.8581028647582
20,1686.2430831014508
22,1685.1166790344623
24,1683.143224420843
