offset_deg,e_day_Wh
-24,715.030461549826
-22,724.269872691719
-20,733.0007794223636
-18,741.9245229274275
-16,750.4899366270088
-14,758.4347327176717
-12,765.7424980683916
-10,772.4084404690693
-8,778.4285079661933
-6,783.79934989959
-4,788.6262989703607
-2,792.7609913329165
0,796.1614721179733
2,799.1157241252524
4,801.4908795713505
6,803.2869120061387
8,804.5043086007809
10,805.2716990008378
12,805.9636104477099
14,806.1269932895185
16,805.7635440271661
18,804.875344383215
20,804.4122504711015
22,803.6098640860848
24,802.3914643438738
