offset_deg,e_day_Wh
-24,1805.101513951943
-22,1818.4033175495858
-20,1830.56560930246
-18,1841.7544633496473
-16,1853.0110630367512
-14,1870.8874612488662
-12,1893.885627216016
-10,1915.7829011033418
-8,1935.7631140181782
-6,1953.823146341463
-4,1969.9647217694137
-2,1984.2758104474628
0,1996.6815692622492
2,2006.6278711464345
4,2014.7897239861159
6,2021.4068520709018
8,2026.4427487275925
10,2029.9011983143198
12,2031.795048625319
14,2032.7904091058654
16,2032.666594078902
18,2031.1952733290943
20,2029.7269245758634
22,2027.06853905993
24,2023.2366126161323
