offset_deg,e_day_Wh
-24,1743.4378017391796
-22,1762.4872865614057
-20,1780.1595611217451
-18,1796.4699557768604
-16,1811.4340485842001
-14,1825.067457476335
-12,1837.385645953526
-10,1848.4037423166178
-8,1862.026325991305
-6,1899.007008690673
-4,1933.1131815188623
-2,1964.2776187013453
0,1992.4730609214232
2,2017.6926395221171
4,2040.3119475050785
6,2060.40506864623
8,2077.883749117198
10,2092.786103101258
12,2105.15605424118
14,2115.099971136257
16,2122.849610666299
18,2128.439605024338
20,2132.9262924593086
22,2135.7220596640736
24,2136.886224519396
