offset_deg,e_day_Wh
-24,1654.5807958593434
-22,1666.9711115209618
-20,1678.8996227527537
-18,1689.701307975521
-16,1710.5920593541405
-14,1732.921529241044
-12,1753.6407425239609
-10,1772.7459321464087
-8,1790.8110431969294
-6,1807.5193745923975
-4,1822.6442195138193
-2,1835.8843798681914
0,1847.2520424667532
2,1856.4282005010398
4,1863.9328895678348
6,1870.3030591698775
8,1875.4617816684429
10,1879.284427499067
12,1881.7417260169232
14,1882.8472830267424
16,1882.6148577930558
18,1881.058231223255
20,1879.0834974327342
22,1877.0809717092486
24,1874.8563241521783
