offset_deg,e_day_Wh
-24,1497.2678676932615
-22,1516.4759676478566
-20,1534.4217995790739
-18,1551.1175664131724
-16,1566.5763586843213
-14,1580.8118449041758
-12,1594.4904266849132
-10,1607.1100117580847
-8,1618.4152494806274
-6,1628.4207481563762
-4,1637.3563906050929
-2,1644.996774766291
0,1651.2540642427052
2,1655.859437852704
4,1659.344548726445
6,1661.9299314827517
8,1663.5435850685124
10,1664.1643356454338
12,1663.7496433638255
14,1663.0812145873913
16,1661.5627687599408
18,1659.1706465644759
20,1656.5468765103917
22,1653.612505767205
24,1649.9292195989274
