offset_deg,e_day_Wh
-24,1021.7845028774716
-22,1030.4492336590229
-20,1038.4060597782627
-18,1045.6616348487191
-16,1052.2656741483456
-14,1059.099208331197
-12,1066.0446354491737
-10,1082.1990042894902
-8,1097.2378479441736
-6,1111.222823102081
-4,1124.239699177077
-2,1135.9959656397843
0,1146.4883544957318
2,1155.9922232583708
4,1164.2839912441987
6,1170.8829451337567
8,1176.4879272684962
10,1181.155149582464
12,1184.8905874037634
14,1188.3000049123782
16,1191.0203176602238
18,1192.9218400189625
20,1194.0143397614397
22,1194.3082653027532
24,1194.459111935553
