offset_deg,e_day_Wh
-24,912.6168095910709
-22,925.769783488545
-20,938.8005994583767
-18,951.5510347486806
-16,963.4197118350664
-14,974.4094385001644
-12,984.5237026224672
-10,993.7665301602484
-8,1002.1423574808094
-6,1009.655915710261
-4,1016.312125605245
-2,1022.208945852629
0,1027.2174449498198
2,1031.296854409157
4,1034.6281164173445
6,1037.2157143182542
8,1039.064017508791
10,1040.1772353926272
12,1040.559378299666
14,1040.7731464154876
16,1040.384679304113
18,1039.705380552493
20,1039.0882165386354
22,1037.9706394089592
24,1036.356118990513
