offset_deg,e_day_Wh
-24,953.533825841854
-22,959.0106402221929
-20,963.9369038040531
-18,968.312254859692
-16,974.7129550032521
-14,984.077399025258
-12,992.7013473067975
-10,1000.5762528354355
-8,1007.6950255299821
-6,1014.0529200621695
-4,1019.643559287425
-2,1024.6030084821368
0,1028.6974729685492
2,1031.8289078308699
4,1034.525097154192
6,1036.491514249975
8,1038.0029583878136
10,1039.110843127415
12,1039.5882604560738
14,1039.4339911790978
16,1038.6471073406033
18,1037.5249736431633
20,1036.4626790755453
22,1035.014313874483
24,1033.0830620594825
