offset_deg,e_day_Wh
-24,1197.4669179168566
-22,1206.6855009093122
-20,1225.6975903002442
-18,1243.5901380211558
-16,1260.3603735209454
-14,1276.0091978806104
-12,1290.9143048395956
-10,1305.0127016116594
-8,1317.8916449743042
-6,1329.7029664771235
-4,1340.5053114982254
-2,1349.9961235280284
0,1358.1860789306634
2,1365.0286076853363
4,1370.8231419581643
6,1375.5505779187283
8,1379.2196928940984
10,1381.838991874874
12,1383.7377727384462
14,1384.9474726532385
16,1385.259999676453
18,1385.512067169556
20,1385.1010798854543
22,1383.9191963083185
24,1381.9738190513358
