offset_deg,e_day_Wh
-24,1123.237578601673
-22,1132.5021842255355
-20,1140.999658458356
-18,1148.7344117869366
-16,1155.7109338271553
-14,1162.28024153798
-12,1180.9962707779873
-10,1201.3733322403964
-8,1220.4056279333774
-6,1238.1926912903782
-4,1254.7991597538576
-2,1269.9011055111628
0,1283.4948759255726
2,1295.0698220793613
4,1305.3574201755937
6,1314.3605765810837
8,1322.278323291397
10,1329.3021818574507
12,1335.234722967709
14,1340.1773943555118
16,1344.7906586276818
18,1348.4244584769144
20,1351.092651093764
22,1352.809971924493
24,1353.5918970673254
