offset_deg,e_day_Wh
-24,434.4121490470073
-22,433.8526856414006
-20,433.1634362610656
-18,432.3454682455204
-16,432.2425638200989
-14,433.2624624282056
-12,434.13446252791096
-10,434.9157440925069
-8,435.7910547598426
-6,436.4064360298594
-4,436.74953624922813
-2,436.81974543483886
0,436.6168025773721
2,436.6608232046297
4,436.45648336929065
6,436.0038983515632
8,435.303467129603
10,434.593475180323
12,434.285773660407
14,433.8880044440058
16,433.28122964650004
18,432.46601235092146
20,431.4431486973246
22,430.21366651070514
24,428.77882399251035
