offset_deg,e_day_Wh
-24,1693.434871093284
-22,1710.9615945916148
-20,1727.3721148985705
-18,1743.6346876956036
-16,1758.5683145084565
-14,1772.2020573010163
-12,1784.5658943357219
-10,1795.8149285000973
-8,1806.3278655774975
-6,1815.530180240874
-4,1823.5896243684842
-2,1830.445443623119
0,1835.9308705508738
2,1840.2335107195859
4,1843.3181720416478
6,1845.1974707573208
8,1846.3945308378916
10,1846.535510127775
12,1845.8036178411871
14,1844.2389099248344
16,1841.6866492836054
18,1838.1484966084713
20,1833.6241681796996
22,1829.3563051026642
24,1824.2293780443028
