offset_deg,e_day_Wh
-24,1072.7797809411031
-22,1083.522060192589
-20,1093.4704083109245
-18,1103.1549747761455
-16,1112.6024733055058
-14,1121.1586127274536
-12,1128.8308491933622
-10,1136.735286857582
-8,1154.6067917780306
-6,1171.2910580835996
-4,1186.7570485320566
-2,1201.0664862178473
0,1214.1154608973661
2,1226.068275204607
4,1236.749554994426
6,1246.3074548978911
8,1254.7084997586667
10,1261.9565562294297
12,1268.05691364644
14,1272.4848929021543
16,1275.566079429755
18,1278.5408616568016
20,1280.6478956962144
22,1282.5245047812766
24,1284.2386010071687
