offset_deg,e_day_Wh
-24,1750.492729591601
-22,1765.1457559817045
-20,1778.6586072545142
-18,1791.0515256736235
-16,1802.3804198816817
-14,1814.667372743824
-12,1825.6495203296324
-10,1843.6795467455281
-8,1864.5424758272763
-6,1883.7427171702423
-4,1901.2680591358044
-2,1917.1134601973617
0,1931.278087481171
2,1943.885513412265
4,1954.977050965474
6,1964.5075955433488
8,1972.4811999268572
10,1978.9020238012279
12,1983.7740509459827
14,1987.100864801435
16,1990.0475165397038
18,1991.7179700589345
20,1992.3047144876805
22,1991.8095979976451
24,1990.2343400192813
