offset_deg,e_day_Wh
-24,1366.390997766665
-22,1384.1009451914324
-20,1400.6406779811505
-18,1416.0163165612025
-16,1430.2353448237113
-14,1443.306361561155
-12,1455.238858487316
-10,1466.4328836151305
-8,1476.8194212697958
-6,1486.3430819653834
-4,1494.6126957087572
-2,1501.5216162753854
0,1507.0686841252086
2,1511.1518643435356
4,1514.5135096510005
6,1516.7563969800885
8,1517.8897601231915
10,1517.9224493331499
12,1516.8628731816896
14,1514.7189514973506
16,1512.4237268291781
18,1509.73676963759
20,1506.9409353855606
22,1503.460554630782
24,1499.1948221736543
