offset_deg,e_day_Wh
-24,1150.0056891659492
-22,1159.6333306828183
-20,1168.4677482441953
-18,1176.5145834222453
-16,1183.7794532917424
-14,1193.5972556408635
-12,1211.612027544232
-10,1228.4107177648884
-8,1243.9749978877767
-6,1258.3066873830403
-4,1271.6853257243502
-2,1283.688773367869
0,1294.315368870297
2,1303.0579904627798
4,1310.6551359548257
6,1317.1082698832904
8,1322.753941238505
10,1327.43601140887
12,1331.1365389884484
14,1333.9729861436144
16,1336.6103655070447
18,1338.3923881567875
20,1339.3273761344644
22,1339.424172955733
24,1338.8086840463807
