offset_deg,e_day_Wh
-24,2095.286556483277
-22,2112.0500032333966
-20,2128.872815015568
-18,2145.5287225895754
-16,2161.0013856120204
-14,2174.9682847938207
-12,2187.433982233908
-10,2203.6776648921905
-8,2224.545383689236
-6,2244.004675696276
-4,2261.8170841421124
-2,2277.6110783317704
0,2291.2860956196714
2,2302.8050025015264
4,2312.893916147712
6,2321.1829369089346
8,2327.674988814446
10,2332.372840115184
12,2335.474189431495
14,2337.394474121797
16,2338.71676179944
18,2338.608446614422
20,2336.1143745631607
22,2332.2513934180474
24,2327.0605801063025
