offset_deg,e_day_Wh
-24,1432.4466949489433
-22,1447.6438127471242
-20,1464.4447429374995
-18,1480.1230203690443
-16,1494.9296830061148
-14,1508.701785774595
-12,1521.3072412963352
-10,1533.1735834874282
-8,1543.9302140190844
-6,1553.4530924326718
-4,1561.7564889771038
-2,1568.9130118430844
0,1574.8682447743863
2,1579.0772825958227
4,1582.5524576355126
6,1584.9196806633631
8,1586.3331934544804
10,1587.0130543758182
12,1586.8786584604568
14,1585.8183656237425
16,1584.1830136808862
18,1582.040777954667
20,1579.0175530345487
22,1576.122507892942
24,1572.8133628491323
