offset_deg,e_day_Wh
-24,1571.1828661343513
-22,1584.9209675867185
-20,1597.662760667074
-18,1610.4163406705711
-16,1622.5584149038752
-14,1633.5675292612061
-12,1643.4513953499354
-10,1652.268580809386
-8,1660.3314442503988
-6,1673.395129357356
-4,1696.9561126175863
-2,1718.8823833716685
0,1738.8804002977693
2,1757.0827006951054
4,1773.4905572539972
6,1788.091567795289
8,1801.0440604197145
10,1812.7169768301987
12,1822.6088847957953
14,1831.429327025177
16,1838.91954774228
18,1844.8459860785479
20,1849.2267484377946
22,1852.615711179505
24,1854.293643325654
