offset_deg,e_day_Wh
-24,1058.323991071951
-22,1071.9149658110316
-20,1084.6608939922714
-18,1096.5602712168225
-16,1108.5452520472656
-14,1119.8671059068006
-12,1130.2014442943732
-10,1139.5484659140848
-8,1147.908911756022
-6,1162.1550212403963
-4,1187.6309606709963
-2,1211.3761421624909
0,1233.320909488675
2,1253.5529782996755
4,1272.0582654648795
6,1288.9233989914856
8,1304.1464244721087
10,1317.7477082322284
12,1330.3612922818993
14,1341.470329290804
16,1351.0919758094024
18,1359.2465823682928
20,1365.9572471085185
22,1371.7498639840392
24,1376.0259323849407
