offset_deg,e_day_Wh
-24,940.437494246226
-22,949.8392843525692
-20,958.5686166560164
-18,966.6011693346125
-16,973.9425876455168
-14,980.5977817280667
-12,986.5726364939505
-10,992.0994572598463
-8,996.8921220362427
-6,1011.373722002869
-4,1030.9975335790564
-2,1049.2096049001766
0,1065.9447403342372
2,1081.3870000955362
4,1095.4368299810462
6,1108.138124948745
8,1119.8117043811803
10,1130.319074957028
12,1139.5297500590823
14,1147.465487510321
16,1154.340257162843
18,1160.8967675566091
20,1166.4028331254767
22,1169.9472069921353
24,1172.9989938890621
