offset_deg,e_day_Wh
-24,1618.2955187635848
-22,1631.885048055796
-20,1644.745498429193
-18,1657.42768902557
-16,1668.9568283761319
-14,1679.3549224547733
-12,1688.777193035877
-10,1697.7251388452014
-8,1722.1955693767134
-6,1748.8177565328872
-4,1773.170137712291
-2,1795.3949687967845
0,1815.1961596380338
2,1832.9445760283793
4,1848.4021458219868
6,1861.6980319817014
8,1872.867212735489
10,1882.2951588041142
12,1890.024046042285
14,1895.8361901390485
16,1899.1563215432636
18,1901.2628707297702
20,1902.0562236228047
22,1901.4320834979203
24,1899.601581260923
