offset_deg,e_day_Wh
-24,1610.1371097774008
-22,1628.6014641997353
-20,1645.914429598137
-18,1663.1222445541957
-16,1679.4645951996147
-14,1695.7155997386717
-12,1710.5158719162491
-10,1723.8720974376156
-8,1735.7910828974857
-6,1746.2795999846496
-4,1755.3442461544523
-2,1762.9887431370375
0,1769.2777074315968
2,1773.875078234001
4,1777.1669645405582
6,1779.1570007041837
8,1779.8482966385118
10,1779.7377806719076
12,1778.8450478818413
14,1777.4710803488347
16,1775.1060158539933
18,1771.7514561436017
20,1767.4086059777983
22,1762.0782862303186
24,1755.9219218590583
