offset_deg,e_day_Wh
-24,1451.5041377595212
-22,1470.9045305075708
-20,1489.6973783260823
-18,1507.9242582588804
-16,1524.9442276603654
-14,1541.6131363029522
-12,1556.9820639847753
-10,1571.0370659284154
-8,1583.7900779059041
-6,1595.2527159028796
-4,1605.43607492255
-2,1614.3864380662544
0,1622.1016616192287
2,1628.142137254458
4,1633.0588476651865
6,1636.8570449728677
8,1639.8732180640513
10,1641.959748580265
12,1643.5153944087476
14,1644.3797073180328
16,1644.3928984444642
18,1643.5552656799161
20,1641.8661214893973
22,1639.3557739525368
24,1637.1160425277076
