offset_deg,e_day_Wh
-24,1533.039882988521
-22,1542.0095800477102
-20,1551.1091092572026
-18,1560.4864818369617
-16,1569.0103584951585
-14,1576.54936686163
-12,1583.1278832240605
-10,1596.7472479917565
-8,1617.1148643528156
-6,1636.1886826575974
-4,1653.7956353535828
-2,1669.5702716007852
0,1683.5107398253572
2,1695.975660420638
4,1706.6931903000416
6,1715.7140631552397
8,1723.0621450119083
10,1728.7631193719044
12,1732.932008142933
14,1736.24031523882
16,1737.9271979781295
18,1738.337577976007
20,1737.5159744219263
22,1735.489755736684
24,1732.389541801711
