offset_deg,e_day_Wh
-24,1393.6536391203276
-22,1405.1481760223012
-20,1415.8004631370627
-18,1426.5828691016288
-16,1436.8296317925428
-14,1446.0842563626456
-12,1454.3482548154507
-10,1461.655465937853
-8,1468.156705961462
-6,1476.9131794948653
-4,1497.996740010268
-2,1517.6511466233846
0,1535.6602962937416
2,1552.238749281688
4,1567.2704366451067
6,1580.7383799569507
8,1592.84004852577
10,1603.858935035633
12,1613.3255789928212
14,1622.0118534965532
16,1629.5108449070176
18,1635.6271016108672
20,1640.374023081358
22,1644.3263532827937
24,1647.0363862933914
