offset_deg,e_day_Wh
-24,121.80418385780575
-22,121.47620087173189
-20,121.11405434129331
-18,120.71093327582462
-16,120.25699802739545
-14,119.7522785397642
-12,119.19736726634463
-10,118.59294404159024
-8,117.93974911147266
-6,117.23858229913759
-4,116.49016853479644
-2,115.69131634044413
0,114.84027163402749
2,114.19480528790112
4,113.50410457756307
6,112.76901095640054
8,111.9904206570547
10,111.16928369804515
12,110.36334920860365
14,109.53137914881725
16,108.66126770307797
18,107.87383214292214
20,107.26337416999651
22,106.62480806381456
24,105.95891518920465
