offset_deg,e_day_Wh
-24,1789.11858251662
-22,1806.2879169432872
-20,1822.2030072123548
-18,1837.8580340775259
-16,1852.5531834149417
-14,1865.9088991106612
-12,1877.947485919999
-10,1888.7794009465542
-8,1898.8292892702266
-6,1908.8830016379588
-4,1944.3919011757123
-2,1977.0631467572744
0,2006.554058385862
2,2033.0496409577624
4,2056.5248358622457
6,2077.0034103628996
8,2094.7486406446747
10,2110.035586245782
12,2122.55535132599
14,2133.062989137579
16,2141.2250097091105
18,2146.996298907611
20,2150.4592205057616
22,2152.372416802424
24,2152.637867541174
