offset_deg,e_day_Wh
-24,1880.3135841084631
-22,1901.481069180376
-20,1921.3195108374211
-18,1939.8161756829004
-16,1956.9808008007421
-14,1973.4451792040622
-12,1989.3932273332198
-10,2004.075572028603
-8,2017.2197318230174
-6,2028.837646899002
-4,2038.939990743204
-2,2047.5359096337488
0,2054.6441719146806
2,2059.902717292414
4,2063.773259481262
6,2066.4577938194225
8,2068.335609373244
10,2069.221056800423
12,2068.9770825253877
14,2067.5986627998977
16,2065.0791942534497
18,2061.593563330206
20,2058.3036870563924
22,2054.900093637055
24,2050.593561118345
