offset_deg,e_day_Wh
-24,1370.4544470326155
-22,1387.3517295680035
-20,1403.0949318212129
-18,1417.693954943779
-16,1431.1596944462226
-14,1443.503801369115
-12,1454.7384666383807
-10,1465.2033491442917
-8,1474.945619571524
-6,1483.8628115346378
-4,1491.5465203909284
-2,1497.912472765464
0,1502.9608516828566
2,1506.6137724872028
4,1509.5573041914392
6,1511.4190587239432
8,1512.2078680856705
10,1511.9319302648898
12,1510.598758883173
14,1508.2151445505867
16,1505.5122371661064
18,1502.4962720867557
20,1499.4797554604897
22,1495.776608668617
24,1491.3133971395773
