offset_deg,e_day_Wh
-24,1340.4945132271096
-22,1347.737176886808
-20,1356.1594443516465
-18,1363.8440802654484
-16,1370.6941004615796
-14,1376.7133280316684
-12,1381.9054886722965
-10,1386.2741522777317
-8,1392.6355517061133
-6,1403.9864359453493
-4,1414.2772345554633
-2,1423.3976026931407
0,1431.3308777391997
2,1438.7836840937152
4,1445.155893178161
6,1450.4414739290548
8,1454.636198943037
10,1457.7372568498993
12,1460.3526413025709
14,1462.954899212055
16,1464.6187728784555
18,1465.3450185498264
20,1465.13498625893
22,1464.2016265265606
24,1461.835050917272
