offset_deg,e_day_Wh
-24,1620.282736523959
-22,1631.8094534085158
-20,1642.7483980873544
-18,1652.6272857633442
-16,1669.0860697432852
-14,1691.2109953269814
-12,1711.7275869826638
-10,1730.634727920919
-8,1748.4514578407761
-6,1764.9618913191198
-4,1779.8745995807467
-2,1792.940823892648
0,1804.1774039916465
2,1813.1838687371671
4,1820.6576793296454
6,1827.0473594587756
8,1832.248984137604
10,1836.095095142471
12,1838.596930540412
14,1839.7712544060387
16,1839.6347138336532
18,1838.2036786426195
20,1836.340916792778
22,1834.5133465993772
24,1832.280174649213
