offset_deg,e_day_Wh
-24,737.1716838855407
-22,747.7206329711173
-20,757.9924065994865
-18,768.5393542684833
-16,778.4172719798694
-14,787.6131923359508
-12,796.1203244686227
-10,803.9338942105514
-8,811.0499297442017
-6,817.4652045924156
-4,823.2140846124064
-2,828.298757973429
0,832.6005414043863
2,836.28165037601
4,839.3471961972311
6,841.7972666676874
8,843.6324760016543
10,844.8539393659355
12,845.9765534080656
14,846.6023405670295
16,846.6492597179206
18,846.4877183135269
20,846.551804524896
22,846.1801483316546
24,845.3754954472598
