offset_deg,e_day_Wh
-24,1056.8751058275673
-22,1066.0475527055069
-20,1074.4814872405532
-18,1082.1809027393417
-16,1089.1468167960838
-14,1095.3811342041786
-12,1104.6061425500695
-10,1125.3604978320348
-8,1144.9314339806456
-6,1163.5092104752903
-4,1180.6287136657772
-2,1196.275791624239
0,1210.4417394948634
2,1222.5045984770848
4,1233.292618149068
6,1242.806197259234
8,1251.3032428850734
10,1258.8461611971995
12,1265.6083271197012
14,1271.7021553932198
16,1276.801763304313
18,1280.9194153255605
20,1284.0686553446624
22,1286.2641451383847
24,1287.5215141146614
