offset_deg,e_day_Wh
-24,1440.3863956217283
-22,1447.429153862353
-20,1463.9374108351071
-18,1482.378428431317
-16,1499.4836528083765
-14,1515.2613233767788
-12,1529.7225074820874
-10,1542.8807616330364
-8,1555.3199819199442
-6,1566.4183526726017
-4,1576.4728342800663
-2,1585.0329387710362
0,1592.1179819587098
2,1597.5753256537055
4,1601.733097279914
6,1605.0289659970172
8,1607.294308954909
10,1608.7713274687799
12,1609.1819179444333
14,1608.541503090355
16,1606.8651333335615
18,1604.1673888859457
20,1600.9717386818006
22,1597.2934285088822
24,1593.9460198230245
