offset_deg,e_day_Wh
-24,1047.7069094036246
-22,1061.4381807368848
-20,1074.7088704674634
-18,1088.0015085069376
-16,1100.3099877920586
-14,1111.637332236994
-12,1121.9871540971012
-10,1131.3635354268747
-8,1139.7709186899826
-6,1147.2140059158714
-4,1153.6960151253888
-2,1159.2736324487273
0,1163.896654602833
2,1167.6071909042025
4,1170.4279340984772
6,1172.408001786757
8,1173.5518298870984
10,1173.8637335179767
12,1173.3478751426928
14,1172.0431718113546
16,1170.7102553551342
18,1168.6683509185177
20,1166.8779887889027
22,1164.738600456768
24,1162.0425542027674
