measured_on,ac_power__5074,ambient_temp__5042,dc_current__5076,dc_power__5077,dc_voltage__5075,kwh_gross__5045,kwh_net__5046,module_temp__5043,poa_irradiance__5041,pr__5047,system_id
2017-03-02 00:00:00,0.0,-3.547333,-0.826666,-7.715548231112,4.666666,0.0,0.0,-8.038399999999998,6.18,0.0,1430
2017-03-02 00:15:00,0.0,-3.0214,-0.82,-6.56,4.0,0.0,0.0,-7.243733,6.235733,0.0,1430
2017-03-02 00:30:00,0.0,-1.463266,-0.826666,-6.613328,4.0,0.0,0.0,-4.8272,6.195133,0.0,1430
2017-03-02 00:45:00,0.0,-1.162666,-0.826666,-6.613328,4.0,0.0,0.0,-3.468,5.956066,0.0,1430
2017-03-02 01:00:00,0.0,-1.613666,-0.8399999999999999,-6.72,4.0,0.0,0.0,-5.038933,5.8342,0.0,1430
2017-03-02 01:15:00,0.0,-3.453666,-0.82,-6.56,4.0,0.0,0.0,-6.312933,5.864666,0.0,1430
2017-03-02 01:30:00,0.0,-3.650066,-0.846666,-6.773328,4.0,0.0,0.0,-7.090466,6.0118,0.0,1430
2017-03-02 01:45:00,0.0,-2.7494,-0.853333,-6.826664,4.0,0.0,0.0,-6.911866,6.164666,0.0,1430
2017-03-02 02:00:00,0.0,-2.7246,-0.853333,-8.078218497778,4.733333,0.0,0.0,-6.959666,6.18,0.0,1430
2017-03-02 02:15:00,0.0,-2.1784,-0.846666,-8.46666,5.0,0.0,0.0,-6.326333,6.174866,0.0,1430
2017-03-02 02:30:00,0.0,-1.539866,-0.88,-8.8,5.0,0.0,0.0,-5.498133,6.149333,0.0,1430
2017-03-02 02:45:00,0.0,-1.192266,-0.873333,-7.103107235556001,4.066666,0.0,-1.0,-5.128533,6.022,,1430
2017-03-02 03:00:00,0.0,-2.229933,-0.866666,-8.66666,5.0,0.0,0.0,-6.2336,5.9662,0.0,1430
2017-03-02 03:15:00,0.0,-2.532333,-0.853333,-8.533329999999998,5.0,0.0,0.0,-6.409133,6.006733,0.0,1430
2017-03-02 03:30:00,0.0,-2.446066,-0.886666,-8.866659999999998,5.0,0.0,0.0,-5.959,6.021933,0.0,1430
2017-03-02 03:45:00,0.0,-1.617666,-0.853333,-8.533329999999998,5.0,0.0,0.0,-5.296133,6.0118,0.0,1430
2017-03-02 04:00:00,0.0,-4.0912,-0.8599999999999999,-9.17333276,5.333333,0.0,0.0,-6.579333,6.016866,0.0,1430
2017-03-02 04:15:00,0.0,-4.7616,-0.8599999999999999,-9.86133276,5.733333,0.0,0.0,-7.681733,6.195066,0.0,1430
2017-03-02 04:30:00,0.0,-2.347733,-0.8599999999999999,-8.599999999999998,5.0,0.0,0.0,-5.802666,6.281533,0.0,1430
2017-03-02 04:45:00,0.0,-2.370066,-0.8599999999999999,-8.82933276,5.133333,0.0,0.0,-5.538866,6.185,0.0,1430
2017-03-02 05:00:00,0.0,-2.508933,-0.88,-8.8,5.0,0.0,0.0,-6.052133,6.0678,0.0,1430
2017-03-02 05:15:00,0.0,-2.580333,-0.886666,-10.9946584,6.2,0.0,0.0,-7.021066,6.1086,0.0,1430
2017-03-02 05:30:00,0.0,-1.9298,-0.8599999999999999,-26.60266552,15.466666,0.0,0.0,-6.020133,6.0882,0.0,1430
2017-03-02 05:45:00,0.0,-1.172133,-0.873333,-135.8906148,77.79999999999998,0.0,0.0,-3.8574,5.991533,0.0,1430
2017-03-02 06:00:00,0.0,-1.208666,-0.913333,-484.4318232,265.2,0.0,-1.0,-3.101133,6.037466,,1430
